,word,num
1,您好,181
9,相关,131
0,网友,120
3,收悉,88
25,支持,69
22,等待,68
14,感谢您,66
13,调查,64
23,回复,64
24,理解,61
18,交给,59
82,转,56
85,成都,56
10,部门,52
2,情况,51
126,单位,49
16,留言,47
426,疫苗,47
20,请,45
84,研究,44
87,事业,44
83,业务部门,42
86,轨道交通,42
150,年,42
151,月,42
153,日,40
149,2022,37
154,敬请,35
21,耐心,31
17,已转,30
55,号,30
146,咨询,30
435,责任,29
423,预约,28
7,朋友,28
446,青羊区,27
11,来信,25
282,工作,25
19,机构,24
6,市民,24
432,接种,24
210,服务中心,23
8,交办,23
30,现将,22
316,11,21
5,核实,20
33,卫生,19
323,工作人员,18
277,电话,18
312,谢谢您,18
94,答复,16
425,九价,16
612,人员,15
155,转市,15
288,公布,15
222,我局,14
455,社区卫生,14
56,中,14
29,办理,14
465,15,14
457,028,14
473,00,13
99,项目,13
34,健康,13
49,通知,13
286,处理完毕,13
28,高度重视,13
229,时间,13
189,时,12
439,HPV,12
93,局,12
332,铁路,11
653,期间,11
599,分,11
44,疫情,11
863,开展调查,10
101,监管,10
172,住房,10
168,关注,10
474,16,10
864,一段时间,10
862,责令,10
89,新区,9
459,30,9
198,需,9
152,10,9
841,教体局,9
143,疑问,9
786,政审,9
173,公积金,9
420,天,9
436,三台县,8
746,点,8
230,四川省,8
301,规划,8
422,街道社区,8
165,信息,8
289,网民,8
160,中心,8
421,彭,8
131,管理,8
542,14,8
603,医保,8
170,尊敬,7
557,文化,7
378,12,7
320,平台,7
114,企业,7
646,建设,7
1131,经营,7
307,街道,7
240,教育,7
241,体育局,7
284,公安局,7
417,沟通,7
428,到货,7
438,发言人,7
367,材料,6
801,考核,6
667,市,6
379,小时,6
857,核酸,6
327,彭州市,6
45,防控,6
556,东部,6
329,四川,6
136,后续,6
220,涪城区,6
563,小学,6
567,做好,6
569,学校,6
588,安排,6
12,转交,6
279,知晓,6
267,我区,6
429,先后顺序,6
389,鸣笛,6
90,责成,6
183,绵阳市,5
171,商贷,5
433,咨询电话,5
966,武侯区,5
322,建议,5
113,开发,5
753,服务,5
318,网络,5
313,现,5
419,查询,5
441,需求,5
751,提供,5
687,进口,5
608,共济,5
321,投诉,5
31,幼儿园,5
424,宫颈癌,5
620,费用,5
134,资料,5
47,方案,5
269,建议您,5
679,现场,5
278,解释,5
510,黄田坝,5
437,网络新闻,5
858,检测,5
523,监督,5
443,登记,4
370,管委会,4
558,旅游,4
331,专用,4
340,线路,4
330,石化,4
445,门诊,4
430,短信,4
431,形式,4
219,建委,4
306,所在地,4
103,预售,4
104,款,4
254,告知,4
92,城市,4
586,学位,4
293,大队,4
91,公园,4
221,提出,4
1040,行政,4
239,县,4
317,高校,4
81,成都市,4
225,认定,4
116,银行,4
1076,用水,4
463,18,4
191,条件,4
527,详细,4
537,设施,4
167,公交,4
166,处理结果,4
1015,已交,4
163,转经,4
416,一步,4
77,措施,4
597,已于,4
60,口罩,4
939,诉求,4
995,未,4
790,招聘,4
514,13,4
427,854,4
434,18384175363,4
164,开区,4
185,职工,4
460,17,4
188,住,4
179,贷款,4
390,发生,4
669,采购,4
840,关心,4
366,新,3
990,24,3
940,收到,3
549,卫生院,3
704,人群,3
298,院落,3
479,29,3
611,参保,3
585,空余,3
285,转至,3
287,后会,3
584,证明,3
643,家庭,3
283,岳池县,3
1035,放假,3
615,定点,3
1003,协商,3
579,户籍,3
274,你好,3
619,医疗,3
607,医疗保险,3
405,施工,3
645,功能,3
890,中学,3
693,生产,3
559,孩子,3
1052,协调,3
444,排队,3
1050,综合,3
326,来话,3
1061,执法,3
1132,商家,3
649,记录,3
324,调查核实,3
440,数量,3
1097,围墙,3
604,个人账户,3
447,预防接种,3
566,入学,3
686,四价,3
319,理政,3
684,市场,3
623,药品,3
450,地址,3
314,暂无,3
895,放学,3
582,就读,3
88,天府,3
223,内容,3
821,主管部门,3
115,选择,3
110,文件,3
70,落实,3
787,事项,3
53,2021,3
246,通告,3
142,后期,3
1207,集团,3
234,高县,3
107,发,3
175,我市,3
121,前期,3
43,肺炎,3
100,资金,3
187,购买,3
734,供应,3
866,南街,3
15,此复,3
715,黄牛,3
26,温江区,3
27,教育局,3
32,国家,3
770,12345,3
919,机动车,2
1030,前锋,2
781,问政,2
635,医疗保障,2
1036,调整,2
1034,本次,2
102,商品房,2
644,账户,2
461,太升,2
779,放号,2
111,本市,2
464,附,2
118,协议,2
442,提前,2
634,政府,2
262,专业,2
123,约,2
1199,政务,2
661,抱歉,2
1062,仲裁,2
660,愉快,2
398,标,2
907,校车,2
400,弯道,2
402,段,2
403,共有,2
909,实施,2
850,谢谢,2
911,商讨,2
912,解决,2
1178,自治,2
1179,收取,2
755,所在区,2
756,公安部门,2
157,海区,2
1188,排查,2
141,阶段,2
843,武胜县,2
762,资阳市,2
135,确保,2
482,汪家,2
130,职责,2
766,途径,2
765,司法,2
1014,保障局,2
484,21,2
946,通车,2
982,社区,2
602,表示满意,2
980,返岳,2
540,审查,2
977,地区,2
975,降低,2
596,政策,2
548,红光,2
46,技术,2
550,反馈,2
551,致电,2
553,郫都区,2
941,经查,2
969,我县,2
42,新冠,2
803,宜人,2
592,转学,2
562,计划,2
804,2010,2
38,印发,2
965,取得联系,2
36,办公厅,2
953,簇桥,2
578,子女,2
57,园外,2
987,48,2
627,参加,2
75,聚集,2
489,南路,2
1017,客运站,2
1016,城东,2
905,开通,2
933,机场,2
1012,85051013,2
1011,科室,2
1010,一科,2
783,翠屏区,2
78,做,2
784,管辖,2
618,负担,2
988,阴性,2
505,文家,2
938,民,2
67,戴,2
824,考核组,2
519,对此,2
63,并未,2
991,次,2
524,疾控中心,2
59,佩戴,2
526,富顺县,2
796,宜宾市,2
906,直达,2
1187,门岗,2
710,力度,2
1139,晚上,2
692,国内,2
211,涪城,2
1117,返岗,2
706,持续,2
736,力争,2
690,受新冠,2
707,强化,2
892,北街,2
345,",",2
685,二价,2
349,站,2
683,公众,2
236,门户网站,2
720,发现,2
248,体检,2
354,建成,2
874,配套,2
680,约苗,2
717,参与,2
252,合格,2
201,支付,2
212,管理部,2
1101,外排,2
871,道路,2
696,产能,2
235,人民政府,2
697,有限,2
1148,营业,2
869,老城区,2
1150,住户,2
700,影响,2
726,线索,2
308,办事处,2
224,教师资格,2
728,整改,2
1146,停止,2
729,涉及,2
238,高,2
328,交通运输,2
216,0816,2
215,联系电话,2
865,蒲江县,2
1110,复工,2
1104,职能,2
1113,陆续,2
678,方式,2
682,微信,2
359,运营,2
190,符合,2
194,申请,2
673,量,2
1135,负责人,2
372,作业,2
259,0831,2
273,办,2
375,日均,2
1125,体育,2
1126,旅游局,2
1137,行业,2
1127,56,2
1128,接听电话,2
1070,石塘,2
384,列车,2
1069,信任,2
1129,天籁村,2
387,执行,2
853,风险,2
369,功能区,2
237,发布,2
896,高峰期,2
1138,自律,2
280,感谢,2
740,环节,2
368,产业,2
1082,蓄水池,2
200,用于,2
897,拥堵,2
281,公安,2
1167,街道办,2
363,公司,2
364,办公室,2
873,路政,1
870,周边,1
951,金家,1
952,林,1
944,预计,1
820,程序,1
822,组建,1
876,县委,1
812,拟聘,1
823,小组,1
886,跟不上,1
887,发展,1
825,考生,1
950,运行,1
816,资格证,1
815,年龄,1
954,进度,1
881,改造,1
943,快速通道,1
880,筹措,1
948,仁寿,1
875,多年,1
818,有无,1
882,面貌,1
817,岗位,1
819,违法犯罪,1
872,布局,1
813,报考,1
947,该条,1
878,统筹,1
942,仁简,1
883,城镇化,1
814,资格,1
945,2024,1
884,进程,1
949,简阳,1
885,日益加剧,1
879,资源,1
904,各乡镇,1
937,3123369,1
842,公交公司,1
916,提示,1
847,向市,1
877,县政府,1
846,6225356,1
845,0826,1
844,医院,1
839,高水平,1
826,结论,1
838,温度,1
894,校区,1
837,群众,1
836,努力,1
835,参阅,1
917,家长,1
848,通报,1
849,2216210,1
915,温馨,1
914,交通安全,1
898,在校学生,1
913,错时,1
856,无需,1
899,2000,1
900,余人,1
910,会同县,1
855,离蓉,1
901,住址,1
854,出行,1
908,难以,1
902,分布,1
851,全域,1
903,城区,1
834,留存,1
893,文庙,1
859,报告,1
926,效果,1
936,0830,1
935,疑问请,1
827,报,1
868,建设路,1
934,民航,1
867,位于,1
828,审定,1
932,事权,1
931,可行性,1
852,低,1
929,鹤山,1
928,交运,1
888,临近,1
927,会同,1
889,实验,1
833,意见建议,1
925,引流,1
924,疏导,1
829,报人社,1
923,交警,1
922,地段,1
921,时段,1
891,城西,1
830,最终,1
920,单向行驶,1
861,遵守,1
860,目的地,1
831,若有,1
832,8205965,1
918,接送,1
930,交警部门,1
1057,经四路,1
955,电子信函,1
1181,治安,1
1152,关门,1
1153,改进,1
1154,大门,1
1155,窗户,1
1156,墙层,1
1157,隔音,1
1158,严格遵守,1
1159,尽力,1
1160,噪音,1
1161,扰民,1
1162,可回,1
1163,拨电话,1
1164,执法局,1
1165,监管局,1
1166,幸福,1
1168,巡查,1
1169,其均,1
1170,都江堰市,1
1171,我办,1
1172,办龙,1
1173,爪,1
1174,双安,1
1175,北巷,1
1176,小区,1
1177,属,1
1151,调解,1
1149,凌晨,1
1147,唱歌,1
1121,外立面,1
1107,蓝光,1
1108,长岛,1
1109,城,1
1111,施工人员,1
1112,机械,1
1114,到场,1
1115,元宵节,1
1116,工人,1
1118,进场,1
1119,179,1
