,word,num
0,您好,223
32,相关,160
28,网友,141
1,收悉,109
40,支持,83
45,等待,82
26,感谢您,82
63,回复,79
62,调查,78
41,理解,69
31,交给,69
33,部门,68
75,情况,67
27,留言,67
48,成都,64
30,转,61
44,请,59
92,年,56
93,月,53
54,单位,52
180,疫苗,52
94,日,51
193,青羊区,51
91,2022,48
205,号,47
426,研究,47
613,事业,46
425,业务部门,45
612,轨道交通,44
23,咨询,40
58,耐心,40
64,敬请,40
7,朋友,39
51,已转,39
203,服务中心,34
29,来信,33
59,市民,32
184,预约,32
65,机构,31
53,责任,31
60,交办,31
43,核实,31
74,现将,30
164,工作,29
187,接种,27
223,00,26
206,028,26
316,项目,26
202,社区卫生,26
2,中,26
216,11,25
38,答复,24
21,电话,22
189,工作人员,22
104,高度重视,21
39,谢谢您,21
5,公布,21
177,我局,20
178,九价,20
278,卫生,20
208,30,19
3,处理完毕,18
102,办理,18
174,局,18
83,人员,17
179,HPV,16
50,关注,15
657,转市,15
214,15,15
364,10,15
191,通知,15
95,16,14
279,健康,14
96,时,13
711,时间,13
332,建设,13
427,规划,13
69,新区,13
6,网民,12
98,分,12
55,开展调查,12
56,期间,12
566,住房,11
57,一段时间,11
581,疫情,11
782,铁路,11
153,需,11
52,责令,11
340,资金,11
42,信息,11
620,监管,10
209,17,10
430,教体局,10
344,转交,9
232,中心,9
652,疑问,9
666,公积金,9
854,天,9
250,12,9
166,公安局,9
308,街道,9
1092,政审,9
68,东部,9
90,已于,9
9,我区,9
615,责成,8
46,后续,8
387,尊敬,8
37,详细,8
1055,点,8
881,14,8
926,医保,8
277,成都市,8
856,街道社区,8
552,武侯区,8
855,彭,8
11,建议,8
712,四川省,8
863,三台县,8
644,管理,8
281,教育,8
99,知晓,8
398,施工,8
285,沟通,8
111,现,8
4,后会,7
859,到货,7
34,调查核实,7
49,公交,7
409,材料,7
19,市,7
108,区,7
76,拆迁,7
721,体育局,7
775,平台,7
865,发言人,7
47,处理结果,7
138,四川,7
1404,经营,7
886,文化,7
343,安排,7
631,企业,7
190,先后顺序,7
35,此复,6
192,咨询电话,6
1157,核酸,6
36,后期,6
170,建议您,6
897,学校,6
212,18,6
182,需求,6
188,门诊,6
18,提供,6
